model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_lantai,sim_kunci_maks,peringkat_dalam_lema,vonis_penutur,latency_ms,biaya_usd,tokens_in,tokens_out
glm-5.3-flash,klotekan,"**Klotekan** berarti kentongan, yaitu alat komunikasi tradisional dari bambu atau kayu yang dipukul untuk memberi tanda atau sinyal.",0,0.4378,0.9837,0.5302,1,,10972,0.0002446,44,476
glm-5.3-flash,Kreak,"**Kreak** berarti suara berderit atau berkerak, misalnya bunyi pintu atau kayu tua saat digerakkan.",0,0.1173,0.4421,0.1419,4,,20601,0.0001404,42,549
glm-5.3-flash,Kupret,"Kupret (kampret) dalam bahasa Jawa secara harfiah berarti kelelawar, tetapi lebih sering digunakan sebagai kata makian atau caci maki kasar.",0,0.3487,0.9514,0.229,4,,9353,7.1725e-05,43,274
glm-5.3-flash,Leksanani,**Leksanani** berarti tulisan atau surat (korespondensi) dalam bahasa Indonesia.,0,0.1078,0.4064,0.151,4,,23865,0.0002236,44,434
glm-5.3-flash,Lidis,"**Lidis** artinya pinggir atau bibir (tepi sesuatu), misalnya bibir gelas atau tepi kali.",0,0.1961,0.7029,0.1482,3,,13299,0.00013815,42,540
glm-5.3-flash,Manahipun,"**Manahipun** berarti ""hatinya"" (manah = hati, akhiran -ipun = -nya).",1,0.0782,0.2931,0.9998,4,,5354,5.555e-05,44,209
glm-5.3-flash,Mleding,**Mleding** berarti kaget atau terkejut secara tiba-tiba.,0,0.261,0.8544,0.163,3,,8184,5.2725e-05,43,198
glm-5.3-flash,Ndaut,"**Ndaut** artinya memancing, yaitu menangkap ikan menggunakan pancing.",0,0.2565,0.8463,0.1646,2,,2271,0.00011821,42,239
glm-5.3-flash,Ndlogok,**Ndlogok** berarti memedulikan atau menghiraukan sesuatu.,0,0.5391,0.995,0.3632,2,,8480,7.4975e-05,43,287
glm-5.3-flash,ndusel,Ndusel artinya menyusup atau menyelipkan sesuatu ke dalam celah atau lubang.,0,0.2963,0.9033,0.3555,3,,15541,0.000127975,43,499
glm-5.3-flash,Ngeliwet,"**Ngeliwet** berarti duduk bersimpuh, yaitu duduk dengan kedua kaki dilipat ke belakang ke satu sisi.",0,0.2297,0.7905,0.068,4,,12347,0.000107975,43,419
glm-5.3-flash,Ngleketer,**Ngleketer** artinya menganggur atau berkelana tanpa kegiatan yang jelas (bermalas-malasan).,0,0.3639,0.9598,0.1442,2,,23635,0.0001423,44,556
glm-5.3-flash,Ngriki,"**Ngriki** artinya ""di sini"" dalam bahasa Indonesia.",1,0.4088,0.9769,0.7134,3,,7917,4.9225e-05,43,184
glm-5.3-flash,Pakunjaran,**Pakunjaran** berarti kawanan gajah atau tempat berkumpulnya banyak gajah.,0,0.1509,0.5604,0.0854,4,,13262,0.0001058,44,410
glm-5.3-flash,Pangrasan,"**Pangrasan** berarti ""perasaan"" atau hal yang dirasakan dalam hat",1,0.4464,0.9849,0.5158,3,,15427,0.000153225,43,600
glm-5.3-flash,Pecetan,Pecetan artinya buku catatan kecil atau buku saku untuk mencatat sesuatu.,0,0.2057,0.7293,0.1649,2,,18901,8.43e-05,44,324
glm-5.3-flash,Pimen,"""Pimen"" dalam bahasa Jawa (bentuk santai dari ""piye"") berarti ""bagaimana"" atau ""gimana"" dalam bahasa Indonesia.",1,0.3518,0.9537,0.8499,2,,6988,6.04e-05,42,229
glm-5.3-flash,Sasmito,"**Sasmito** berarti ""tanda"" atau ""petunjuk/isyarat"" dalam bahasa Jawa.",1,0.6838,0.9988,0.8064,3,,1937,0.00013295,43,253
glm-5.3-flash,Sedelat,"**Sedelat** artinya ""sebentar"" atau ""sejenak"" dalam bahasa Indonesia.",1,0.4028,0.9748,0.5428,2,,11339,0.000110225,43,428
glm-5.3-flash,Semribit,"**Semribit** berarti *merinding*, yaitu merasakan dingin atau takut sehingga bulu kuduk berdiri.",0,0.482,0.9894,0.2668,3,,5974,5.2725e-05,43,198
glm-5.3-flash,Sirtu,"Sirtu dalam bahasa Jawa artinya ""pasti"" atau ""tentu"".",0,0.1332,0.4994,0.0797,4,,7885,4.4975e-05,43,167
glm-5.3-flash,sompret,"**Sompret** berarti norak atau mencolok, yaitu penampilan yang berlebihan dan kurang pantas.",0,0.4565,0.9864,0.42,4,,8857,8.39e-05,42,323
glm-5.3-flash,Speleng,**Speleng** artinya **paku** (benda logam runcing untuk menyambung kayu) dalam bahasa Indonesia.,0,0.1208,0.4555,0.2036,3,,6159,5.1225e-05,43,192
glm-5.3-flash,Urugan,Urugan berarti t,0,-0.0035,0.0517,0.1096,5,,20578,0.000153225,43,600
glm-5.3,Ageman,**Ageman** artinya pakaian (baju).,1,,,,,,1706,0.000158555,42,26
glm-5.3,Anduweni,"**Anduweni** berarti ""memiliki"" atau ""mempunyai"" (dari kata dasar *duwé* yang diberi awalan *andha-/and-*).",1,,,,,,1105,0.0002582,43,45
glm-5.3,Badogan,"**Badogan** berarti keadaan yang berantakan, kusut, atau tidak karuan.",0,,,,,,3603,0.00049948,43,109
glm-5.3,Biyayakan,"**Biyayakan** berarti ""yang menjadi biaya"" atau ""beban pembiayaan"" (kata ini berasal dari kata *biaya* dengan akhiran *-akěn* yang berarti ""dijadikan biaya/ditanggungkan biayanya"").",0,,,,,,1798,0.0004488,44,88
glm-5.3,Biyuh,"""Biyuh"" adalah seruan untuk mengusir ayam atau burung, atau menyuruh seseorang pergi (kira-kira artinya ""hus!"" atau ""pergi sana!"").",0,,,,,,1578,0.0003594,43,68
glm-5.3,Bladak,**Bladak** berarti berisik atau bising (misalnya suara yang gaduh dan ramai).,0,,,,,,19051,0.00027695,43,65
glm-5.3,Coeg,"""Coeg"" adalah kata slang kasar (serumpun dengan ""anjing/sialan"") yang dipakai untuk mengumpet atau menyebut lawan bicara dengan nada kesal atau candaan.",1,,,,,,2237,0.00042908,43,93
glm-5.3,dadi'ne,"**Dadiné** berarti ""jadinya"" atau ""akibatnya"" (kata ""dadi"" yang mendapat akhiran -né).",1,,,,,,1771,0.0002256,44,50
glm-5.3,Dangak,**Dangak** artinya menengadah atau mendongakkan kepala ke atas.,1,,,,,,1480,0.00017528,44,35
glm-5.3,Gakpati,"**Gakpati** berarti ""tidak tahu"" (gak = tidak, pati = tahu).",0,,,,,,900,0.000377,43,72
glm-5.3,Geluduk,**Geluduk** artinya gemuruh atau suara keras seperti guntur/benda besar jatuh (misalnya suara jantung berdebar kencang).,1,,,,,,1468,0.00020168,44,41
glm-5.3,Gendakan,**Gendakan** berarti kebiasaan atau kegemaran (sesuatu yang biasa/suka dilakukan).,0,,,,,,1314,0.0004342,43,85
glm-5.3,Gondes,"**Gondes** berarti keriting, biasa dipakai untuk menyebut rambut yang dikritingkan (pengeritingan rambut) atau orang yang rambutnya keriting.",0,,,,,,1267,0.0003726,43,71
glm-5.3,Gremet,**Gremet** berarti perasaan merinding atau merinding karena ngeri/jijik (seperti merinding saat melihat sesuatu yang menjijikkan atau menyeramkan).,0,,,,,,1239,0.0003814,43,73
glm-5.3,Kacariyos,"""Kacariyos"" berarti diceritakan atau sudah diceritakan.",1,,,,,,2009,0.000198,44,31
glm-5.3,Kaleh,"**Kaleh** (kalèh) berarti ""dengan"" (kata depan, dalam bahasa Jawa halus/sastra).",0,,,,,,1258,0.0004592,42,91
glm-5.3,Kemecer,**Kemecer** berarti berceceran atau tumpah berhamburan (biasanya tentang cairan atau benda kecil yang jatuh berserakan).,0,,,,,,1814,0.0005164,42,104
glm-5.3,Kesawat,**Kesawat** artinya terkena sengat (misalnya tersengat lebah atau kalajengking).,1,,,,,,2663,0.00070328,44,155
glm-5.3,Kesuen,**Kesuen** artinya kesukaan atau hal yang paling disukai.,0,,,,,,1478,0.00016508,43,33
glm-5.3,klotekan,"**Klotekan** berarti bunyi ""kukuruyuk"" ayam betina yang sedang bertelur atau berkotek.",0,,,,,,1283,0.000396,44,76
glm-5.3,Kreak,**Kreak** berarti bunyi gemeretak atau berderit (seperti bunyi kayu atau benda kering yang bergesekan).,0,,,,,,3467,0.00070188,43,155
glm-5.3,Kupret,**Kupret** artinya kecil/kerdil (biasanya untuk anak kecil yang lucu atau hinaan untuk orang yang kecil dan kurang sempurna).,0,,,,,,2684,0.00027208,44,57
glm-5.3,Leksanani,**Leksanani** berarti menganiaya atau menyiksa (seseorang).,0,,,,,,1352,0.0004708,44,93
glm-5.3,Lidis,**Lidis** berarti serpihan kayu atau bambu yang dipakai untuk membersihkan kotoran (misalnya setelah buang air besar).,0,,,,,,1148,0.0003932,42,76
glm-5.3,Manahipun,"**Manahipun** berarti ""hatinya"" (dari kata *manah* = hati, dengan akhiran *-ipun* yang berarti ""nya"" dalam bahasa halus).",1,,,,,,1880,0.00035268,45,75
glm-5.3,Mleding,**Mleding** artinya meledak atau meletus (seperti bunyi tembakan atau benda yang pecah berbunyi keras).,0,,,,,,2058,0.00017195,43,35
glm-5.3,Ndaut,**Ndaut** artinya mengambil atau menjemput sesuatu/seseorang (misalnya mengambil barang yang letaknya agak jauh atau menjemput orang).,0,,,,,,937,0.0002436,42,42
glm-5.3,Ndlogok,"**Ndlogok** artinya tersembunyi atau berada di tempat persembunyian (misalnya dalam frasa ""kayane ndlogok"" = rupanya tersembunyi).",0,,,,,,1759,0.000487,43,97
glm-5.3,ndusel,**Ndusel** artinya menyelinap atau menyelipkan sesuatu secara diam-diam (misalnya menyelipkan uang tanpa sepengetahuan orang lain).,0,,,,,,2590,0.00053168,44,116
glm-5.3,Ngeliwet,"**Ngeliwet** artinya menyimpang atau menghindar dari pokok pembicaraan (misalnya saat ditanya, jawabannya melantur ke hal lain).",0,,,,,,1168,0.000333,43,62
glm-5.3,Ngleketer,**Ngleketer** artinya menempel atau berpegangan erat pada seseorang (biasanya anak yang menempel pada orang tuanya).,0,,,,,,1612,0.00023388,45,48
glm-5.3,Ngriki,"**Ngriki** artinya ""ke sini"" atau ""kemari"" (arah menuju tempat pembicara).",1,,,,,,801,0.000245,43,42
glm-5.3,Pakunjaran,**Pakunjaran** artinya penjara atau tempat orang dipenunggu (dipenjara).,1,,,,,,11565,0.00018988,45,38
glm-5.3,Pangrasan,**Pangrasan** berarti perasaan atau kesan yang timbul dalam hati (intuisi).,1,,,,,,1656,0.000176,44,26
glm-5.3,Pecetan,**Pecetan** berarti perihal mencubit atau cubitan (tindakan menjepit kulit dengan jari).,0,,,,,,2445,0.0005412,44,109
glm-5.3,Pimen,"**Pimen** artinya ""yang mana"" (dipakai dalam pertanyaan memilih, misalnya ""pimen sing arep kok tuku"" = yang mana yang ingin kamu beli).",0,,,,,,1407,0.000283955,42,56
glm-5.3,Sasmito,Sasmito berarti tanda atau isyarat (petunjuk tersembunyi).,1,,,,,,1444,0.00016648,44,33
glm-5.3,Sedelat,**Sedelat** berarti kira-kira satu jam lamanya (satu jam waktu).,0,,,,,,1869,0.00037328,44,80
glm-5.3,Semribit,"**Semribit** (sering ditulis *semrebit*) berarti ramai atau riuh, misalnya suasana yang bising oleh banyak orang.",0,,,,,,3173,0.0004562,43,90
glm-5.3,Sirtu,"""Sirtu"" artinya ""kamu"" (kata ganti orang kedua dalam bahasa Jawa).",0,,,,,,3153,0.00056248,44,123
glm-5.3,sompret,"**Sompret** artinya mencubit (biasanya dengan kuku, hingga terasa perih).",0,,,,,,2618,0.00024428,43,51
glm-5.3,Speleng,"**Speleng** artinya gelap gulita atau sangat gelap (misalnya ""peteng speleng"" berarti gelap sekali).",0,,,,,,1173,0.0002846,43,51
glm-5.3,Urugan,"**Urugan** artinya timbunan atau tanah (pasir, batu) yang ditimbun untuk mengisi atau menaikkan permukaan tanah.",1,,,,,,1173,0.0003022,43,55
gpt-5.6-luna,Ageman,"Ageman berarti pakaian atau busana, sering kali bermakna pakaian kebesaran atau pakaian adat.",1,0.738,0.9999,0.6423,1,1,1746,1.98e-05,30,28
gpt-5.6-luna,Anduweni,“Anduweni” berarti “memiliki” atau “mempunyai.”,1,0.3454,0.9489,0.7421,3,1,3072,4.87e-05,31,76
gpt-5.6-luna,Badogan,Badogan berarti wadah atau tempat untuk menyimpan makanan.,1,0.3378,0.9439,0.5063,2,,4124,0.0001416,30,231
gpt-5.6-luna,Biyayakan,“Biyayakan” berarti **membiayai atau mengeluarkan biaya untuk sesuatu**.,0,0.1505,0.5592,0.2092,3,1,3708,0.0001507,31,246
gpt-5.6-luna,Biyuh,"“Biyuh” berarti seruan kaget atau kagum, seperti “wah” atau “astaga”.",1,0.5304,0.9948,0.561,3,1,3263,4.99e-05,31,78
gpt-5.6-luna,Bladak,Bladak berarti **terbuka atau terlihat dengan jelas**.,0,0.1942,0.6982,0.0411,1,0,9143,0.0003247,31,536
gpt-5.6-luna,Coeg,"“Coeg” adalah sapaan slang kasar dalam bahasa Jawa, kira-kira berarti “bro” atau “kawan.”",1,0.3469,0.9502,0.3812,3,1,6111,0.0001998,30,328
gpt-5.6-luna,dadi'ne,“Dadi’ne” berarti “jadinya” atau “akhirnya.”,1,0.351,0.9534,0.5197,2,1,2863,7.33e-05,31,117
gpt-5.6-luna,Dangak,“Dangak” berarti menengadah atau mendongak ke atas.,1,0.4338,0.9827,0.6308,1,1,4148,4.8e-05,30,75
gpt-5.6-luna,Gakpati,“Gakpati” berarti “tidak terlalu” atau “tidak begitu.”,1,0.4071,0.9763,0.9102,3,1,3686,9.98e-05,32,161
gpt-5.6-luna,Geluduk,“Geluduk” berarti bunyi guruh atau suara gemuruh yang keras.,1,0.5905,0.9971,0.4496,1,1,1842,1.5e-05,30,20
gpt-5.6-luna,Gendakan,“Gendakan” berarti hubungan gelap atau perselingkuhan.,1,0.4712,0.988,0.7951,3,0,3283,6.55e-05,31,104
gpt-5.6-luna,Gondes,"“Gondes” adalah sebutan slang, biasanya bernada merendahkan, untuk pemuda berambut gondrong bergaya kampungan atau “ndeso”.",1,0.3757,0.9641,0.3166,2,1,3036,9.24e-05,30,149
gpt-5.6-luna,Gremet,“Gremet” berarti merayap atau berjalan perlahan-lahan.,1,0.7142,0.9996,0.7549,1,1,3589,0.0001453,31,237
gpt-5.6-luna,Kacariyos,“Kacariyos” berarti “diceritakan” atau “konon.”,1,0.276,0.8774,0.8661,4,1,3670,7.22e-05,32,115
gpt-5.6-luna,Kaleh,“Kaleh” berarti “dua” dalam bahasa Indonesia.,1,0.4284,0.9813,0.9997,3,1,2839,7.74e-05,30,124
gpt-5.6-luna,Kemecer,“Kemecer” berarti ingin sekali atau ngiler melihat makanan.,1,0.4947,0.9914,0.5079,2,1,3708,4.92e-05,30,77
gpt-5.6-luna,Kesawat,“Kesawat” berarti terkena lemparan atau terlempar.,1,0.711,0.9994,0.5749,2,1,6162,0.00018,30,295
gpt-5.6-luna,Kesuen,“Kesuen” berarti “terlalu lama” atau “kelamaan.”,1,0.6245,0.9978,0.812,3,1,5802,5.94e-05,30,94
gpt-5.6-luna,klotekan,**Klotekan** berarti bunyi ketukan atau benturan benda keras yang berulang-ulang.,1,0.2197,0.7673,0.4654,4,1,3863,6.01e-05,31,95
gpt-5.6-luna,Kreak,“Kreak” berarti sok jagoan atau suka mencari gara-gara.,1,0.1365,0.5103,0.439,2,1,5623,0.0001812,30,297
gpt-5.6-luna,Kupret,“Kupret” berarti **pelit atau menyebalkan** (tergantung konteks).,1,0.3994,0.9736,0.9311,3,1,6291,0.0001674,30,274
gpt-5.6-luna,Leksanani,“Leksanani” berarti “laksanakanlah” atau “jalankanlah.”,0,0.2836,0.8893,0.6468,3,1,4461,6.32e-05,32,100
gpt-5.6-luna,Lidis,“Lidis” berarti habis atau tidak tersisa sama sekali.,1,0.3932,0.9709,0.7935,2,1,3106,4.44e-05,30,69
gpt-5.6-luna,Manahipun,“Manahipun” berarti “hatinya” atau “pikirannya.”,1,0.1356,0.5081,0.7433,2,1,3199,4.09e-05,31,63
gpt-5.6-luna,Mleding,Mleding berarti melenceng atau menyimpang dari arah yang semestinya.,0,0.2712,0.8699,0.2284,2,0,3667,9.12e-05,30,147
gpt-5.6-luna,Ndaut,“Ndaut” berarti mencabut atau menarik sesuatu hingga terlepas.,1,0.2349,0.803,0.5204,3,1,2655,9.18e-05,30,148
gpt-5.6-luna,Ndlogok,“Ndlogok” berarti minum langsung dari wadahnya tanpa menggunakan gelas.,0,0.0819,0.3054,0.0894,4,0,3841,7.87e-05,31,126
gpt-5.6-luna,ndusel,“Ndusel” berarti merapat atau menempel dengan manja pada seseorang.,1,0.306,0.9147,0.6669,2,1,4204,7.56e-05,30,121
gpt-5.6-luna,Ngeliwet,Ngeliwet berarti memasak nasi (biasanya bersama lauk) dalam satu wadah.,1,0.589,0.997,0.8685,3,1,2560,1.63e-05,31,22
gpt-5.6-luna,Ngleketer,"“Ngleketer” berarti gemetar atau bergetar, biasanya karena kedinginan atau ketakutan.",0,0.3298,0.9369,0.2991,3,0,4773,8e-05,32,128
gpt-5.6-luna,Ngriki,“Ngriki” berarti “di sini” dalam bahasa Indonesia.,1,0.4293,0.9815,0.9995,2,1,1746,1.33e-05,31,17
gpt-5.6-luna,Pakunjaran,“Pakunjaran” berarti penjara atau tempat tahanan.,1,0.5576,0.9958,0.8368,1,1,3214,3.92e-05,32,60
gpt-5.6-luna,Pangrasan,“Pangrasan” berarti perasaan atau firasat.,1,0.5761,0.9967,0.7168,1,1,3880,6.19e-05,31,98
gpt-5.6-luna,Pecetan,Pecetan berarti hasil atau sesuatu yang dipencet/tekan.,0,0.0493,0.1934,0.0358,5,0,6823,0.0002472,30,407
gpt-5.6-luna,Pimen,“Pimen” berarti “bagaimana” atau “gimana.”,1,0.3511,0.9534,0.8497,3,1,4043,5.1e-05,30,80
gpt-5.6-luna,Sasmito,"“Sasmito” berarti tanda, isyarat, atau firasat.",1,0.6838,0.9988,0.8374,4,1,3198,4.93e-05,31,77
gpt-5.6-luna,Sedelat,“Sedelat” berarti **sebentar atau sekejap**.,1,0.3801,0.9657,0.8005,3,1,3923,4.45e-05,31,69
gpt-5.6-luna,Semribit,Semribit berarti terasa sejuk karena hembusan angin yang lembut.,1,0.8304,1.0,0.6767,1,1,2666,6.07e-05,31,96
gpt-5.6-luna,Sirtu,“Sirtu” berarti campuran pasir dan batu (kerikil).,1,0.6175,0.9975,0.6141,2,1,3889,5.59e-05,31,88
gpt-5.6-luna,sompret,“Sompret” adalah umpatan untuk menyebut orang yang menyebalkan atau bodoh.,1,0.6856,0.999,0.7166,3,1,4148,0.0001134,30,184
gpt-5.6-luna,Speleng,“Speleng” berarti aneh atau tidak waras.,0,0.1185,0.4461,0.1638,4,0,7037,0.0003036,30,501
gpt-5.6-luna,Urugan,Urugan berarti timbunan atau bahan yang digunakan untuk menimbun tanah.,1,0.7447,0.9999,0.5886,3,1,2436,1.5e-05,30,20
gpt-6-astra,Ageman,Ageman berarti pakaian atau busana.,1,,,,,,3233,0.0017,30,28
gpt-6-astra,Anduweni,Anduweni berarti memiliki atau mempunyai.,1,,,,,,2689,0.00186,31,31
gpt-6-astra,Badogan,“Badogan” berarti makanan dalam bahasa Jawa kasar.,1,,,,,,4013,0.005,30,94
gpt-6-astra,Biyayakan,"Biyayakan berarti berkeliaran ke sana kemari, biasanya untuk mencari makanan.",0,,,,,,5990,0.00761,31,146
gpt-6-astra,Biyuh,"“Biyuh” berarti “aduh” atau “ya ampun”, sebagai ungkapan terkejut atau heran.",1,,,,,,3875,0.00476,31,89
gpt-6-astra,Bladak,Bladak berarti papan kayu yang lebar.,0,,,,,,4307,0.00341,31,62
gpt-6-astra,Coeg,"“Coeg” adalah variasi slang “cuk/cok”, yang bisa berarti “sialan” atau menjadi sapaan akrab seperti “bro”, tergantung konteks.",0,,,,,,7825,0.0114,30,222
gpt-6-astra,dadi'ne,“Dadi'ne” berarti “jadinya” dalam bahasa Indonesia.,1,,,,,,4323,0.00341,31,62
gpt-6-astra,Dangak,“Dangak” berarti mendongak atau menengadah.,1,,,,,,2481,0.00215,30,37
gpt-6-astra,Gakpati,“Gakpati” berarti “tidak terlalu” atau “tidak begitu”.,1,,,,,,2797,0.00262,32,46
gpt-6-astra,Geluduk,Geluduk berarti guntur atau suara gemuruh di langit.,1,,,,,,3025,0.00235,30,41
gpt-6-astra,Gendakan,Gendakan berarti selingkuhan atau pasangan dalam hubungan gelap.,1,,,,,,3941,0.00386,31,71
gpt-6-astra,Gondes,"“Gondes” biasanya singkatan dari “gondrong ndeso”, yaitu sebutan slang untuk laki-laki berambut gondrong yang dianggap kampungan.",1,,,,,,6179,0.00765,30,147
gpt-6-astra,Gremet,Gremet berarti merayap atau bergerak perlahan-lahan.,1,,,,,,2884,0.00376,31,69
gpt-6-astra,Kacariyos,Kacariyos berarti “diceritakan” atau “tersebutlah” dalam bahasa Indonesia.,1,,,,,,3392,0.00407,32,75
gpt-6-astra,Kaleh,"“Kaleh” berarti “dua” atau “dengan”, tergantung konteks kalimatnya.",1,,,,,,5561,0.00595,30,113
gpt-6-astra,Kemecer,Kemecer berarti tergiur ingin makan sesuatu sampai meneteskan air liur (ngiler).,1,,,,,,4917,0.00455,30,85
gpt-6-astra,Kesawat,“Kesawat” berarti terkena lemparan.,1,,,,,,5324,0.0076,30,146
gpt-6-astra,Kesuen,“Kesuen” berarti “terlalu lama” atau “kelamaan”.,1,,,,,,2258,0.00215,30,37
gpt-6-astra,klotekan,Klotekan berarti memukul-mukul benda keras hingga menghasilkan bunyi berirama.,0,,,,,,5995,0.00666,31,127
gpt-6-astra,Kreak,Kreak berarti preman atau berandalan.,1,,,,,,3284,0.00385,30,71
gpt-6-astra,Kupret,"Kupret berarti kelelawar kecil (kampret), tetapi juga digunakan sebagai umpatan seperti “sialan”.",1,,,,,,7093,0.0084,30,162
gpt-6-astra,Leksanani,“Leksanani” berarti “laksanakan” atau “jalankan”.,1,,,,,,3586,0.00367,32,67
gpt-6-astra,Lidis,Lidis berarti kurus kering.,0,,,,,,5123,0.0055,30,104
gpt-6-astra,Manahipun,Manahipun berarti “hatinya” atau “hati beliau”.,1,,,,,,3703,0.00461,31,86
gpt-6-astra,Mleding,“Mleding” berarti melengkung atau bengkok.,0,,,,,,5284,0.00605,30,115
gpt-6-astra,Ndaut,Ndaut berarti mencabut bibit padi dari persemaian untuk dipindahkan ke sawah.,1,,,,,,4981,0.0038,30,70
gpt-6-astra,Ndlogok,"“Ndlogok” berarti bodoh atau dungu, biasanya digunakan sebagai umpatan kasar.",1,,,,,,4527,0.00571,31,108
gpt-6-astra,ndusel,"Ndusel berarti merapat atau menggesekkan tubuh dengan manja kepada orang lain, seperti saat ingin dipeluk.",1,,,,,,4939,0.0033,30,60
gpt-6-astra,Ngeliwet,Ngeliwet berarti menanak atau memasak nasi.,1,,,,,,5448,0.00571,31,108
gpt-6-astra,Ngleketer,"Ngleketer berarti gemetar atau menggigil, biasanya karena kedinginan atau ketakutan.",0,,,,,,4244,0.00402,32,74
gpt-6-astra,Ngriki,“Ngriki” berarti “di sini” dalam bahasa Indonesia.,1,,,,,,2655,0.00211,31,36
gpt-6-astra,Pakunjaran,Pakunjaran berarti penjara atau tempat tahanan.,1,,,,,,3548,0.00207,32,35
gpt-6-astra,Pangrasan,“Pangrasan” berarti gunjingan atau pembicaraan tentang orang lain.,0,,,,,,7007,0.00936,31,181
gpt-6-astra,Pecetan,“Pecetan” berarti pencetan atau tekanan dengan jari.,0,,,,,,8521,0.01095,30,213
gpt-6-astra,Pimen,“Pimen” dalam bahasa Indonesia berarti “bagaimana”.,1,,,,,,5110,0.0061,30,116
gpt-6-astra,Sasmito,"“Sasmito” dalam bahasa Indonesia berarti isyarat, pertanda, atau firasat.",1,,,,,,3144,0.00276,31,49
gpt-6-astra,Sedelat,“Sedelat” berarti “sebentar” atau “sejenak”.,1,,,,,,3492,0.00306,31,55
gpt-6-astra,Semribit,Semribit berarti angin yang bertiup sepoi-sepoi.,1,,,,,,2275,0.00206,31,35
gpt-6-astra,Sirtu,Sirtu berarti campuran pasir dan batu.,1,,,,,,7110,0.00846,31,163
gpt-6-astra,sompret,“Sompret” biasanya digunakan sebagai umpatan yang berarti “sialan” atau “keparat”.,1,,,,,,5112,0.0065,30,124
gpt-6-astra,Speleng,“Speleng” berarti tepat atau persis.,0,,,,,,12982,0.01585,30,311
gpt-6-astra,Urugan,Urugan berarti tanah timbunan untuk menutup lubang atau meratakan permukaan tanah.,1,,,,,,3768,0.00365,30,67
llama-3-1-8b-q4km-local,Ageman,Arti kata Ageman dalam bahasa Indonesia adalah kepercayaan.,0,,,,,,612,,40,16
llama-3-1-8b-q4km-local,Anduweni,"Anduweni berarti ""menggigit"" dalam bahasa Indonesia.",0,,,,,,535,,42,18
llama-3-1-8b-q4km-local,Badogan,"Badogan berarti ""menggigit"" dalam bahasa Indonesia.",0,,,,,,533,,40,16
llama-3-1-8b-q4km-local,Biyayakan,Biyayakan berarti membantu.,0,,,,,,424,,42,10
llama-3-1-8b-q4km-local,Biyuh,"Biyuh berarti ""menggigit"" dalam bahasa Indonesia.",0,,,,,,543,,41,17
llama-3-1-8b-q4km-local,Bladak,Bladak berarti tempat tinggal atau rumah.,0,,,,,,534,,41,14
llama-3-1-8b-q4km-local,Coeg,"Kata ""Coeg"" dalam bahasa Jawa berarti ""menggigit"".",0,,,,,,637,,40,20
llama-3-1-8b-q4km-local,dadi'ne,"Dadi'ne berarti ""membuat kamu"" dalam bahasa Indonesia.",0,,,,,,636,,42,18
llama-3-1-8b-q4km-local,Dangak,"Dangak berarti ""menganggur"" atau ""tidak bekerja"".",0,,,,,,633,,41,20
llama-3-1-8b-q4km-local,Gakpati,Gakpati berarti tidak ada yang dapat mengalahkan.,0,,,,,,498,,42,15
llama-3-1-8b-q4km-local,Geluduk,Geluduk berarti kotoran atau sisa makanan yang menempel pada gigi.,0,,,,,,644,,41,24
llama-3-1-8b-q4km-local,Gendakan,Gendakan berarti menggenggam atau memegang.,0,,,,,,560,,41,15
llama-3-1-8b-q4km-local,Gondes,Gondes berarti kuda.,0,,,,,,530,,41,9
llama-3-1-8b-q4km-local,Gremet,"Gremet berarti ""menggigit""",0,,,,,,461,,41,12
llama-3-1-8b-q4km-local,Kacariyos,"Kata ""Kacariyos"" dalam bahasa Jawa berarti ""sangat heran"" atau ""sangat terkejut"".",0,,,,,,811,,43,34
llama-3-1-8b-q4km-local,Kaleh,"Kata ""Kaleh"" dalam bahasa Jawa berarti ""kaki"".",0,,,,,,632,,40,19
llama-3-1-8b-q4km-local,Kemecer,"Kata ""Kemecer"" dalam bahasa Jawa berarti ""menggigit"" atau ""menggigitan"".",0,,,,,,840,,40,29
llama-3-1-8b-q4km-local,Kesawat,"Kata ""Kesawat"" dalam bahasa Jawa berarti ""membeli"" dalam bahasa Indonesia.",0,,,,,,669,,41,26
llama-3-1-8b-q4km-local,Kesuen,"Kata ""Kesuen"" dalam bahasa Jawa berarti ""kesepian"".",0,,,,,,562,,40,20
llama-3-1-8b-q4km-local,klotekan,"Kata ""klotekan"" dalam bahasa Jawa berarti ""membuat kotor"" atau ""membuat berantakan"".",0,,,,,,770,,42,32
llama-3-1-8b-q4km-local,Kreak,"Kata ""Kreak"" dalam bahasa Jawa berarti ""menggigit"" atau ""menggigitan"".",0,,,,,,740,,40,28
llama-3-1-8b-q4km-local,Kupret,"Kata ""Kupret"" dalam bahasa Jawa berarti ""menggigit"" atau ""menggigitan"".",0,,,,,,736,,40,29
llama-3-1-8b-q4km-local,Leksanani,"Leksanani berarti ""menghancurkan""",0,,,,,,632,,42,15
llama-3-1-8b-q4km-local,Lidis,"Lidis berarti ""membeli"" dalam bahasa Indonesia.",0,,,,,,521,,40,15
llama-3-1-8b-q4km-local,Manahipun,"Manahipun berarti ""mengalami kesulitan"".",0,,,,,,571,,42,16
llama-3-1-8b-q4km-local,Mleding,"Mleding berarti ""membeli"" dalam bahasa Indonesia.",0,,,,,,516,,41,16
